title,author,description,url,isbn13,cover_image_uri,genre,text,cluster
Ultimate Sports Nutrition,frederick c. hatfield,Recommends a program of diet and nutritional supplements designed to improve an athlete's strength and endurance and includes recipes for healthy foods.,,9780809248872,https://via.placeholder.com/100x150?text=No+Cover,,Ultimate Sports Nutrition. frederick c. hatfield. . Recommends a program of diet and nutritional supplements designed to improve an athlete's strength and endurance and includes recipes for healthy foods.,0
Origin of Elements in the Solar System,oliver manuel,"Based on an American Chemical Society Symposium organized by Professors Glenn Seaborg and Oliver Manuel, this volume provides a comprehensive record of different views on this important subject at the end of the 20th century. They have assembled a blend of highly respected experimentalists and theorists from astronomy, geology, meteoritics, planetology and nuclear chemistry and physics to discuss the origin of elements in the solar system. The intent was to include all points of view and let history judge their validity.",,9780306465628,https://via.placeholder.com/100x150?text=No+Cover,,"Origin of Elements in the Solar System. oliver manuel. . Based on an American Chemical Society Symposium organized by Professors Glenn Seaborg and Oliver Manuel, this volume provides a comprehensive record of different views on this important subject at the end of the 20th century. They have assembled a blend of highly respected experimentalists and theorists from astronomy, geology, meteoritics, planetology and nuclear chemistry and physics to discuss the origin of elements in the solar system. The intent was to include all points of view and let history judge their validity.",0
Digital Business Leadership,"ralf t. kreutzer, tim neugebauer, annette pattloch","This book provides specialists and executives with a clear, yet practical set of recommendations to meet the challenges of digital transformation and ensure long-term success as a leader in a primarily digital business world. The authors describe the fundamental principles of digitization and its economic opportunities and risks, integrating them into a framework of classic and new management methods. The book also explores how increasing digitization – not only of communication, but of complete value chains – has led to a need to establish a digital business leadership. Digitization is changing people and markets: it causes the upheaval of entire industries, creates new digital-centric companies, and forces established companies to cope with the transformation activities associated with these digitization processes. New approaches and methods have to be learned, tried and tested patterns of thinking have to be explored, and last but not least, innovation activities have to be understood as continuous necessities. At the same time, digital business offers considerable opportunities for renewing competitive advantages, improving existing process structures and realigning products, services and business models.",,9783662565476,https://via.placeholder.com/100x150?text=No+Cover,,"Digital Business Leadership. ralf t. kreutzer, tim neugebauer, annette pattloch. . This book provides specialists and executives with a clear, yet practical set of recommendations to meet the challenges of digital transformation and ensure long-term success as a leader in a primarily digital business world. The authors describe the fundamental principles of digitization and its economic opportunities and risks, integrating them into a framework of classic and new management methods. The book also explores how increasing digitization – not only of communication, but of complete value chains – has led to a need to establish a digital business leadership. Digitization is changing people and markets: it causes the upheaval of entire industries, creates new digital-centric companies, and forces established companies to cope with the transformation activities associated with these digitization processes. New approaches and methods have to be learned, tried and tested patterns of thinking have to be explored, and last but not least, innovation activities have to be understood as continuous necessities. At the same time, digital business offers considerable opportunities for renewing competitive advantages, improving existing process structures and realigning products, services and business models.",0
Finance and Financial Markets,keith pilbeam,"Pilbeam presents a comprehensive yet relatively non-technical introduction to modern day financial institutions, markets and instruments, covering such topics as the role of financial intermediaries and interest rate determination.",,9780333629451,https://via.placeholder.com/100x150?text=No+Cover,,"Finance and Financial Markets. keith pilbeam. . Pilbeam presents a comprehensive yet relatively non-technical introduction to modern day financial institutions, markets and instruments, covering such topics as the role of financial intermediaries and interest rate determination.",0
The Lord of Uraniborg,"victor e. thoren, john robert christianson","The Lord of Uraniborg is a comprehensive biography of Tycho Brahe, father of modern astronomy, famed alchemist and littérateur of the sixteenth-century Danish Renaissance. Written in a lively and engaging style, Victor Thoren's biography offers interesting perspectives on Tycho's life and presents alternative analyses of virtually every aspect of his scientific work. A range of readers interested in astronomy, history of astronomy and the history of science will find this book fascinating.",,9780521351584,https://via.placeholder.com/100x150?text=No+Cover,,"The Lord of Uraniborg. victor e. thoren, john robert christianson. . The Lord of Uraniborg is a comprehensive biography of Tycho Brahe, father of modern astronomy, famed alchemist and littérateur of the sixteenth-century Danish Renaissance. Written in a lively and engaging style, Victor Thoren's biography offers interesting perspectives on Tycho's life and presents alternative analyses of virtually every aspect of his scientific work. A range of readers interested in astronomy, history of astronomy and the history of science will find this book fascinating.",0
Meeting the Need for Psychosocial Care in Young Adults with Cancer,anne jennifer katz,"Meeting the Need for Psychosocial Care in Young Adults With Cancer describes what is known about the psychosocial needs of young adults with cancer and addresses how healthcare professionals can help them overcome the challenges of cancer at this stage of life. It is designed to help the multidisciplinary team delivering medical, nursing, and psychosocial care for these young people provide comprehensive, evidence-based care that takes into account their unique needs and stage of life.",,9781935864646,https://via.placeholder.com/100x150?text=No+Cover,,"Meeting the Need for Psychosocial Care in Young Adults with Cancer. anne jennifer katz. . Meeting the Need for Psychosocial Care in Young Adults With Cancer describes what is known about the psychosocial needs of young adults with cancer and addresses how healthcare professionals can help them overcome the challenges of cancer at this stage of life. It is designed to help the multidisciplinary team delivering medical, nursing, and psychosocial care for these young people provide comprehensive, evidence-based care that takes into account their unique needs and stage of life.",0
A History of the World in Twelve Maps,jerry brotton,"A survey of twelve maps from ancient Greece to Google Earth examines how they have influenced how the world is seen, revealing how historical geographical depictions were subject to deliberate manipulations to promote a range of special interests.",,9780670023394,https://via.placeholder.com/100x150?text=No+Cover,,"A History of the World in Twelve Maps. jerry brotton. . A survey of twelve maps from ancient Greece to Google Earth examines how they have influenced how the world is seen, revealing how historical geographical depictions were subject to deliberate manipulations to promote a range of special interests.",0
Bunyan's Pilgrim's Progress,john buyan,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,9781017435795,https://via.placeholder.com/100x150?text=No+Cover,,"Bunyan's Pilgrim's Progress. john buyan. . This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",5
Lord Jim,"conrad joseph,","Caduto in disgrazia a causa di un incidente in cui la paura ha preso il sopravvento, e per cui ha perduto il brevetto di ufficiale, Jim trascorre la propria esistenza spostandosi sempre più verso l'Estremo Oriente nel tentativo di sfuggire al proprio nome, finché in uno sperduto angolo del Borneo non riesce a riscattarsi, riassumendo il ruolo di eroe che aveva sempre sognato. Narrata dalla voce di Marlow, capitano di lungo corso che tenta di aiutare il giovane, la storia di Jim tratteggia uno dei personaggi più complessi della letteratura, in cui le vicende personali e le ambientazioni esotiche diventano rappresentazione dell'incertezza esistenziale e dell'impossibilità di conoscere l'animo umano e la realtà del mondo. Un romanzo costruito come un mosaico di punti di vista che ruotano intorno al medesimo evento, proposto qui in nuova traduzione e curatela di Rocco Coronato, professore di Letteratura inglese presso l'Università di Padova.",,9788831815727,https://via.placeholder.com/100x150?text=No+Cover,,"Lord Jim. conrad joseph,. . Caduto in disgrazia a causa di un incidente in cui la paura ha preso il sopravvento, e per cui ha perduto il brevetto di ufficiale, Jim trascorre la propria esistenza spostandosi sempre più verso l'Estremo Oriente nel tentativo di sfuggire al proprio nome, finché in uno sperduto angolo del Borneo non riesce a riscattarsi, riassumendo il ruolo di eroe che aveva sempre sognato. Narrata dalla voce di Marlow, capitano di lungo corso che tenta di aiutare il giovane, la storia di Jim tratteggia uno dei personaggi più complessi della letteratura, in cui le vicende personali e le ambientazioni esotiche diventano rappresentazione dell'incertezza esistenziale e dell'impossibilità di conoscere l'animo umano e la realtà del mondo. Un romanzo costruito come un mosaico di punti di vista che ruotano intorno al medesimo evento, proposto qui in nuova traduzione e curatela di Rocco Coronato, professore di Letteratura inglese presso l'Università di Padova.",0
Transitions to Adulthood for Youth with Disabilities Through an Occupational Therapy Lens,debra stewart,Explores a developmental lifecourse approach in relation to current occupational therapy models of practice. Debra Stewart and 10 contributors provide occupational therapists with the theoretical and practical knowledge needed for evidence-based services and supports to youth with lifelong disabilities during the transition to adulthood.,,9781617110139,https://via.placeholder.com/100x150?text=No+Cover,,Transitions to Adulthood for Youth with Disabilities Through an Occupational Therapy Lens. debra stewart. . Explores a developmental lifecourse approach in relation to current occupational therapy models of practice. Debra Stewart and 10 contributors provide occupational therapists with the theoretical and practical knowledge needed for evidence-based services and supports to youth with lifelong disabilities during the transition to adulthood.,0
Goya,janis tomlinson,"The first major English-language biography of Francisco Goya y Lucientes, who ushered in the modern era The life of Francisco Goya (1746–1828) coincided with an age of transformation in Spanish history that brought upheavals in the country's politics and at the court which Goya served, changes in society, the devastation of the Iberian Peninsula in the war against Napoleon, and an ensuing period of political instability. In this revelatory biography, Janis Tomlinson draws on a wide range of documents—including letters, court papers, and a sketchbook used by Goya in the early years of his career—to provide a nuanced portrait of a complex and multifaceted painter and printmaker, whose art is synonymous with compelling images of the people, events, and social revolution that defined his life and era. Tomlinson challenges the popular image of the artist as an isolated figure obsessed with darkness and death, showing how Goya's likeability and ambition contributed to his success at court, and offering new perspectives on his youth, rich family life, extensive travels, and lifelong friendships. She explores the full breadth of his imagery—from scenes inspired by life in Madrid to visions of worlds without reason, from royal portraits to the atrocities of war. She sheds light on the artist's personal trials, including the deaths of six children and the onset of deafness in middle age, but also reconsiders the conventional interpretation of Goya's late years as a period of disillusion, viewing them instead as years of liberated artistic invention, most famously in the murals on the walls of his country house, popularly known as the ""black"" paintings. A monumental achievement, Goya: A Portrait of the Artist is the definitive biography of an artist whose faith in his art and his genius inspired paintings, drawings, prints, and frescoes that continue to captivate, challenge, and surprise us two centuries later.",,9780691209845,https://via.placeholder.com/100x150?text=No+Cover,,"Goya. janis tomlinson. . The first major English-language biography of Francisco Goya y Lucientes, who ushered in the modern era The life of Francisco Goya (1746–1828) coincided with an age of transformation in Spanish history that brought upheavals in the country's politics and at the court which Goya served, changes in society, the devastation of the Iberian Peninsula in the war against Napoleon, and an ensuing period of political instability. In this revelatory biography, Janis Tomlinson draws on a wide range of documents—including letters, court papers, and a sketchbook used by Goya in the early years of his career—to provide a nuanced portrait of a complex and multifaceted painter and printmaker, whose art is synonymous with compelling images of the people, events, and social revolution that defined his life and era. Tomlinson challenges the popular image of the artist as an isolated figure obsessed with darkness and death, showing how Goya's likeability and ambition contributed to his success at court, and offering new perspectives on his youth, rich family life, extensive travels, and lifelong friendships. She explores the full breadth of his imagery—from scenes inspired by life in Madrid to visions of worlds without reason, from royal portraits to the atrocities of war. She sheds light on the artist's personal trials, including the deaths of six children and the onset of deafness in middle age, but also reconsiders the conventional interpretation of Goya's late years as a period of disillusion, viewing them instead as years of liberated artistic invention, most famously in the murals on the walls of his country house, popularly known as the ""black"" paintings. A monumental achievement, Goya: A Portrait of the Artist is the definitive biography of an artist whose faith in his art and his genius inspired paintings, drawings, prints, and frescoes that continue to captivate, challenge, and surprise us two centuries later.",0
Byzantium and Islam,"metropolitan museum of art (new york, n.y.)","This magnificent volume explores the epochal transformations and unexpected continuities in the Byzantine Empire from the 7th to the 9th century. At the beginning of the 7th century, the Empire's southern provinces, the vibrant, diverse areas of North Africa and the eastern Mediterranean, were at the crossroads of exchanges reaching from Spain to China. These regions experienced historic upheavals when their Christian and Jewish communities encountered the emerging Islamic world, and by the 9th century, an unprecedented cross- fertilization of cultures had taken place. This extraordinary age is brought vividly to life in insightful contributions by leading international scholars, accompanied by sumptuous illustrations of the period's most notable arts and artifacts. Resplendent images of authority, religion, and trade—embodied in precious metals, brilliant textiles, fine ivories, elaborate mosaics, manuscripts, and icons, many of them never before published— highlight the dynamic dialogue between the rich array of Byzantine styles and the newly forming Islamic aesthetic. With its masterful exploration of two centuries that would shape the emerging medieval world, this illuminating publication provides a unique interpretation of a period that still resonates today.",,9781588394576,https://via.placeholder.com/100x150?text=No+Cover,,"Byzantium and Islam. metropolitan museum of art (new york, n.y.). . This magnificent volume explores the epochal transformations and unexpected continuities in the Byzantine Empire from the 7th to the 9th century. At the beginning of the 7th century, the Empire's southern provinces, the vibrant, diverse areas of North Africa and the eastern Mediterranean, were at the crossroads of exchanges reaching from Spain to China. These regions experienced historic upheavals when their Christian and Jewish communities encountered the emerging Islamic world, and by the 9th century, an unprecedented cross- fertilization of cultures had taken place. This extraordinary age is brought vividly to life in insightful contributions by leading international scholars, accompanied by sumptuous illustrations of the period's most notable arts and artifacts. Resplendent images of authority, religion, and trade—embodied in precious metals, brilliant textiles, fine ivories, elaborate mosaics, manuscripts, and icons, many of them never before published— highlight the dynamic dialogue between the rich array of Byzantine styles and the newly forming Islamic aesthetic. With its masterful exploration of two centuries that would shape the emerging medieval world, this illuminating publication provides a unique interpretation of a period that still resonates today.",0
Drawing Snakes and Lizards - How to Draw Reptiles For the Beginner,"adrian sanqui, john davidson",2 Books Drawing Snakes How to Draw Snakes For the Beginner Drawing Lizards How to Draw Reptiles For the Beginner TABLE OF CONTENTS Drawing Snakes Introduction Drawing tools Establishing the Form Starting with the Contour Figure Drawing a Black Mamba Applying the Details Common Snake Skin Patterns Reference Lines for Drawing the Scales Different Eyes of Snakes Drawing with Pencil Drawing a Cobra Drawing a Rattle Snake Drawing with pens Coloring Coloring a Scarlet King Snake Conclusion Drawing Lizards Nose-horned Lizard Tuatara Casqued-headed Lizard Drawing with a Pen Frilled Lizard Double-crested Basilisk Coloring Armadillo Girdled Lizard Chameleon Conclusion Author Bio Publisher,,9781311091178,https://via.placeholder.com/100x150?text=No+Cover,,"Drawing Snakes and Lizards - How to Draw Reptiles For the Beginner. adrian sanqui, john davidson. . 2 Books Drawing Snakes How to Draw Snakes For the Beginner Drawing Lizards How to Draw Reptiles For the Beginner TABLE OF CONTENTS Drawing Snakes Introduction Drawing tools Establishing the Form Starting with the Contour Figure Drawing a Black Mamba Applying the Details Common Snake Skin Patterns Reference Lines for Drawing the Scales Different Eyes of Snakes Drawing with Pencil Drawing a Cobra Drawing a Rattle Snake Drawing with pens Coloring Coloring a Scarlet King Snake Conclusion Drawing Lizards Nose-horned Lizard Tuatara Casqued-headed Lizard Drawing with a Pen Frilled Lizard Double-crested Basilisk Coloring Armadillo Girdled Lizard Chameleon Conclusion Author Bio Publisher",0
Global Strategic Management,p. lasserre,"How many of us are aware that HSBC, 'The World's Local Bank', originated in Hong Kong and Shanghai? Business managers need to have a global vision in order to be successful, with the skills to formulate and implement strategy across borders. Global Strategic Management lays down the foundations of 'traditional' strategy theory from a global perspective, while highlighting issues unique to companies operating worldwide and discusses truly 'transnational' firms, whose place of origin can no longer be pinpointed. The third edition of this popular text offers substantially revised chapters on Emerging global players and Global trends, as well as more coverage of ethics and sustainability, and outsourcing and offshoring. It also includes: • All new Mini Cases with questions, to help you analyse the activities of 'transnational' firms such as Shell, Danone, Siemens and eBay • New Examples which are highlighted throughout, demonstrating how each aspect of theory has been applied in real-life organisations • New and improved learning features to aid your understanding and help with revision Visit www.palgrave.com/business/lasserre3e for self-test questions, useful weblinks and resources, links to long cases online and a searchable glossary. Lecturers can access PowerPoint presentations, a lecturer manual and a testbank.",,9780230293816,https://via.placeholder.com/100x150?text=No+Cover,,"Global Strategic Management. p. lasserre. . How many of us are aware that HSBC, 'The World's Local Bank', originated in Hong Kong and Shanghai? Business managers need to have a global vision in order to be successful, with the skills to formulate and implement strategy across borders. Global Strategic Management lays down the foundations of 'traditional' strategy theory from a global perspective, while highlighting issues unique to companies operating worldwide and discusses truly 'transnational' firms, whose place of origin can no longer be pinpointed. The third edition of this popular text offers substantially revised chapters on Emerging global players and Global trends, as well as more coverage of ethics and sustainability, and outsourcing and offshoring. It also includes: • All new Mini Cases with questions, to help you analyse the activities of 'transnational' firms such as Shell, Danone, Siemens and eBay • New Examples which are highlighted throughout, demonstrating how each aspect of theory has been applied in real-life organisations • New and improved learning features to aid your understanding and help with revision Visit www.palgrave.com/business/lasserre3e for self-test questions, useful weblinks and resources, links to long cases online and a searchable glossary. Lecturers can access PowerPoint presentations, a lecturer manual and a testbank.",0
The Culture Code,daniel coyle,"NEW YORK TIMES BESTSELLER • The author of The Talent Code unlocks the secrets of highly successful groups and provides tomorrow’s leaders with the tools to build a cohesive, motivated culture. “A truly brilliant, mesmerizing read that demystifies the magic of great groups.”—Adam Grant, author of Think Again A BLOOMBERG AND LIBRARY JOURNAL BEST BOOK OF THE YEAR Where does great culture come from? How do you build and sustain it in your group, or strengthen a culture that needs fixing? In The Culture Code, Daniel Coyle goes inside some of the world’s most successful organizations—including the U.S. Navy’s SEAL Team Six, IDEO, and the San Antonio Spurs—and reveals what makes them tick. He demystifies the culture-building process by identifying three key skills that generate cohesion and cooperation, and explains how diverse groups learn to function with a single mind. Drawing on examples that range from Internet retailer Zappos to the comedy troupe Upright Citizens Brigade to a daring gang of jewel thieves, Coyle offers specific strategies that trigger learning, spark collaboration, build trust, and drive positive change. Coyle unearths helpful stories of failure that illustrate what not to do, troubleshoots common pitfalls, and shares advice about reforming a toxic culture. Combining leading-edge science, on-the-ground insights from world-class leaders, and practical ideas for action, The Culture Code offers a roadmap for creating an environment where innovation flourishes, problems get solved, and expectations are exceeded. Culture is not something you are—it’s something you do. The Culture Code puts the power in your hands. No matter the size of your group or your goal, this book can teach you the principles of cultural chemistry that transform individuals into teams that can accomplish amazing things together.",,9780804177009,https://via.placeholder.com/100x150?text=No+Cover,,"The Culture Code. daniel coyle. . NEW YORK TIMES BESTSELLER • The author of The Talent Code unlocks the secrets of highly successful groups and provides tomorrow’s leaders with the tools to build a cohesive, motivated culture. “A truly brilliant, mesmerizing read that demystifies the magic of great groups.”—Adam Grant, author of Think Again A BLOOMBERG AND LIBRARY JOURNAL BEST BOOK OF THE YEAR Where does great culture come from? How do you build and sustain it in your group, or strengthen a culture that needs fixing? In The Culture Code, Daniel Coyle goes inside some of the world’s most successful organizations—including the U.S. Navy’s SEAL Team Six, IDEO, and the San Antonio Spurs—and reveals what makes them tick. He demystifies the culture-building process by identifying three key skills that generate cohesion and cooperation, and explains how diverse groups learn to function with a single mind. Drawing on examples that range from Internet retailer Zappos to the comedy troupe Upright Citizens Brigade to a daring gang of jewel thieves, Coyle offers specific strategies that trigger learning, spark collaboration, build trust, and drive positive change. Coyle unearths helpful stories of failure that illustrate what not to do, troubleshoots common pitfalls, and shares advice about reforming a toxic culture. Combining leading-edge science, on-the-ground insights from world-class leaders, and practical ideas for action, The Culture Code offers a roadmap for creating an environment where innovation flourishes, problems get solved, and expectations are exceeded. Culture is not something you are—it’s something you do. The Culture Code puts the power in your hands. No matter the size of your group or your goal, this book can teach you the principles of cultural chemistry that transform individuals into teams that can accomplish amazing things together.",0
Discovering Statistics Using R,"andy field, jeremy miles, zoë field","The R version of Andy Field's hugely popular Discovering Statistics Using SPSS takes students on a journey of statistical discovery using the freeware R. Like its sister textbook, Discovering Statistics Using R is written in an irreverent style and follows the same ground-breaking structure and pedagogical approach. The core material is enhanced by a cast of characters to help the reader on their way, hundreds of examples, self-assessment tests to consolidate knowledge, and additional website material for those wanting to learn more.",,9781446200452,https://via.placeholder.com/100x150?text=No+Cover,,"Discovering Statistics Using R. andy field, jeremy miles, zoë field. . The R version of Andy Field's hugely popular Discovering Statistics Using SPSS takes students on a journey of statistical discovery using the freeware R. Like its sister textbook, Discovering Statistics Using R is written in an irreverent style and follows the same ground-breaking structure and pedagogical approach. The core material is enhanced by a cast of characters to help the reader on their way, hundreds of examples, self-assessment tests to consolidate knowledge, and additional website material for those wanting to learn more.",0
TinyML,"pete warden, daniel situnayake","Deep learning networks are getting smaller. Much smaller. The Google Assistant team can detect words with a model just 14 kilobytes in size—small enough to run on a microcontroller. With this practical book you’ll enter the field of TinyML, where deep learning and embedded systems combine to make astounding things possible with tiny devices. Pete Warden and Daniel Situnayake explain how you can train models small enough to fit into any environment. Ideal for software and hardware developers who want to build embedded systems using machine learning, this guide walks you through creating a series of TinyML projects, step-by-step. No machine learning or microcontroller experience is necessary. Build a speech recognizer, a camera that detects people, and a magic wand that responds to gestures Work with Arduino and ultra-low-power microcontrollers Learn the essentials of ML and how to train your own models Train models to understand audio, image, and accelerometer data Explore TensorFlow Lite for Microcontrollers, Google’s toolkit for TinyML Debug applications and provide safeguards for privacy and security Optimize latency, energy usage, and model and binary size",,9781492052012,https://via.placeholder.com/100x150?text=No+Cover,,"TinyML. pete warden, daniel situnayake. . Deep learning networks are getting smaller. Much smaller. The Google Assistant team can detect words with a model just 14 kilobytes in size—small enough to run on a microcontroller. With this practical book you’ll enter the field of TinyML, where deep learning and embedded systems combine to make astounding things possible with tiny devices. Pete Warden and Daniel Situnayake explain how you can train models small enough to fit into any environment. Ideal for software and hardware developers who want to build embedded systems using machine learning, this guide walks you through creating a series of TinyML projects, step-by-step. No machine learning or microcontroller experience is necessary. Build a speech recognizer, a camera that detects people, and a magic wand that responds to gestures Work with Arduino and ultra-low-power microcontrollers Learn the essentials of ML and how to train your own models Train models to understand audio, image, and accelerometer data Explore TensorFlow Lite for Microcontrollers, Google’s toolkit for TinyML Debug applications and provide safeguards for privacy and security Optimize latency, energy usage, and model and binary size",0
Growing Up with the Impressionists,julie manet,"Julie Manet, the niece of Edouard Manet and the daughter of the most famous female Impressionist artist, Berthe Morisot, was born in Paris on 14 November 1878 into a wealthy and cultured milieu at the height of the Impressionist era. Many young girls still confide their inner thoughts to diaries and it is hardly surprising that, with her mother giving all her encouragement, Julie would prove to be no exception to the rule. At the age of ten, Julie began writing her `memoirs' but it wasn't until August 1893, at fourteen, that Julie began her diary in earnest: no neat leather-bound volume with lock and key but just untidy notes scribbled in old exercise books, often in pencil, the presentation as spontaneous as its contents. Her extraordinary diary - newly translated here by an expert on Impressionism - reveals a vivid depiction of a vital period in France's cultural history seen through the youthful and precocious eyes of the youngest member of what was surely the most prominent artistic family of the time.",,9781786721921,https://via.placeholder.com/100x150?text=No+Cover,,"Growing Up with the Impressionists. julie manet. . Julie Manet, the niece of Edouard Manet and the daughter of the most famous female Impressionist artist, Berthe Morisot, was born in Paris on 14 November 1878 into a wealthy and cultured milieu at the height of the Impressionist era. Many young girls still confide their inner thoughts to diaries and it is hardly surprising that, with her mother giving all her encouragement, Julie would prove to be no exception to the rule. At the age of ten, Julie began writing her `memoirs' but it wasn't until August 1893, at fourteen, that Julie began her diary in earnest: no neat leather-bound volume with lock and key but just untidy notes scribbled in old exercise books, often in pencil, the presentation as spontaneous as its contents. Her extraordinary diary - newly translated here by an expert on Impressionism - reveals a vivid depiction of a vital period in France's cultural history seen through the youthful and precocious eyes of the youngest member of what was surely the most prominent artistic family of the time.",0
Solid State,kenneth womack,"Music writer Womack delivers a fascinating, in-depth look at the creation of Abbey Road, the Beatles' penultimate album released 50 years ago.... Womack displays a detailed and insightful analysis that fans will hope he applies to the band's other albums.― Publishers Weekly Acclaimed Beatles historian Kenneth Womack offers the most definitive account yet of the writing, recording, mixing, and reception of Abbey Road. In February 1969, the Beatles began working on what became their final album together. Abbey Road introduced a number of new techniques and technologies to the Beatles' sound, and included ""Come Together,"" ""Something,"" and ""Here Comes the Sun,"" which all emerged as classics. Womack's colorful retelling of how this landmark album was written and recorded is a treat for fans of the Beatles. Solid State takes readers back to 1969 and into EMI's Abbey Road Studio, which boasted an advanced solid state transistor mixing desk. Womack focuses on the dynamics between John, Paul, George, Ringo, and producer George Martin and his team of engineers, who set aside (for the most part) the tensions and conflicts that had arisen on previous albums to create a work with an innovative (and, among some fans and critics, controversial) studio-bound sound that prominently included the new Moog synthesizer, among other novelties. As Womack shows, Abbey Road was the culmination of the instrumental skills, recording equipment, and artistic vision that the band and George Martin had developed since their early days in the same studio seven years earlier. A testament to the group's creativity and their producer's ingenuity, Solid State is required reading for all fans of the Beatles and the history of rock 'n' roll.",,9781501746864,https://via.placeholder.com/100x150?text=No+Cover,,"Solid State. kenneth womack. . Music writer Womack delivers a fascinating, in-depth look at the creation of Abbey Road, the Beatles' penultimate album released 50 years ago.... Womack displays a detailed and insightful analysis that fans will hope he applies to the band's other albums.― Publishers Weekly Acclaimed Beatles historian Kenneth Womack offers the most definitive account yet of the writing, recording, mixing, and reception of Abbey Road. In February 1969, the Beatles began working on what became their final album together. Abbey Road introduced a number of new techniques and technologies to the Beatles' sound, and included ""Come Together,"" ""Something,"" and ""Here Comes the Sun,"" which all emerged as classics. Womack's colorful retelling of how this landmark album was written and recorded is a treat for fans of the Beatles. Solid State takes readers back to 1969 and into EMI's Abbey Road Studio, which boasted an advanced solid state transistor mixing desk. Womack focuses on the dynamics between John, Paul, George, Ringo, and producer George Martin and his team of engineers, who set aside (for the most part) the tensions and conflicts that had arisen on previous albums to create a work with an innovative (and, among some fans and critics, controversial) studio-bound sound that prominently included the new Moog synthesizer, among other novelties. As Womack shows, Abbey Road was the culmination of the instrumental skills, recording equipment, and artistic vision that the band and George Martin had developed since their early days in the same studio seven years earlier. A testament to the group's creativity and their producer's ingenuity, Solid State is required reading for all fans of the Beatles and the history of rock 'n' roll.",0
The Magic of Believing,claude m. bristol,"""One of the greatest inspirational and motivational books ever written."" — Norman Vincent Peale In this bestselling self-help book, a successful businessman reveals the secrets behind harnessing the unlimited energies of the subconscious. Millions of readers have benefited from these visualization techniques, which show you how to turn your thoughts and dreams into actions that can lead to enhanced income, happier relationships, increased effectiveness, heightened influence, and improved peace of mind. World War I veteran Claude M. Bristol (1891–1951) wrote The Magic of Believing to help former soldiers adjust to civilian life. A pioneer of the New Thought movement and a popular motivational speaker, Bristol addressed those in all walks of life, from politicians and leaders to performers and salespeople. His timeless message of the powers of focused thinking and self-affirmation remains a vital source of inspiration and a practical path to achievement.",,9780486840246,https://via.placeholder.com/100x150?text=No+Cover,,"The Magic of Believing. claude m. bristol. . ""One of the greatest inspirational and motivational books ever written."" — Norman Vincent Peale In this bestselling self-help book, a successful businessman reveals the secrets behind harnessing the unlimited energies of the subconscious. Millions of readers have benefited from these visualization techniques, which show you how to turn your thoughts and dreams into actions that can lead to enhanced income, happier relationships, increased effectiveness, heightened influence, and improved peace of mind. World War I veteran Claude M. Bristol (1891–1951) wrote The Magic of Believing to help former soldiers adjust to civilian life. A pioneer of the New Thought movement and a popular motivational speaker, Bristol addressed those in all walks of life, from politicians and leaders to performers and salespeople. His timeless message of the powers of focused thinking and self-affirmation remains a vital source of inspiration and a practical path to achievement.",0
The Rough Guide to Germany,"neville walker, james stewart, christian williams","Gives facts, history, and data on Germany, and provides information on accommodations, restaurants, sights, walks, and drives.",,9781848360167,https://via.placeholder.com/100x150?text=No+Cover,,"The Rough Guide to Germany. neville walker, james stewart, christian williams. . Gives facts, history, and data on Germany, and provides information on accommodations, restaurants, sights, walks, and drives.",0
